ID,RetweetCt,Polarity,Subjectivity,CreatedTime,CreatedDay,TextLength,WordCt,AccountAgeMo,UserFollowersCt,Keywords,HasLinks
"""732415127769612288""",1,0.0,0.0,21:39,Mon,59,7,35,120661,"['warriors', 'will', 'sweep', 'thunder', '#okcvsgsw']",True
"""731979855990939648""",1,0.0,0.0,16:49,Sun,20,1,35,120661,['#getericatwitter'],False
"""730916536399986688""",0,0.0,0.0,18:24,Thu,32,5,35,120661,"['@shanevaladez', 'smell', 'beef']",False
"""729869333078278144""",0,0.25,0.3333333333333333,21:03,Mon,39,7,35,120661,"['nevada', 'trending', 'first']",False
"""719332538179674112""",3,-0.4,0.4,19:13,Sun,86,18,35,120661,"['#sasvgsw', 'gotta', 'church', 'all', 'want', 'watch', 'spurs', 'game']",True
"""694758790327984128""",0,0.5,0.5,22:46,Tue,27,5,35,120661,"['@jvime', 'get', 'better', 'soon', 'man']",False
"""693818444081303552""",0,0.0,0.0,08:29,Sun,25,3,35,120661,"['@xmarcellarose', 'wait']",False
"""683810857113923584""",1,0.0,0.0,17:43,Sun,21,4,35,120661,"['@jvime', 'white', 'girl']",False
"""683132371571376128""",0,0.0,0.0,20:47,Fri,21,4,35,120661,"['@king_myles', 'cri']",False
"""683055749744865280""",0,0.0,0.0,15:42,Fri,62,11,35,120661,"['thinks', 'osu', 'played', 'stanford', '#rosebowl']",False
"""681637315978985472""",5,0.8,0.4,17:46,Mon,58,8,35,120661,"['#gospursgo', '#spursholidays', 'gonna', 'get', 'win', 'tonight', '@spurs']",True
"""679390061511577600""",0,0.13636363636363635,0.45454545454545453,12:56,Tue,42,7,35,120661,"['@jvime', '@jauzofficial', 'new', 'remix']",False
"""675863615170215936""",0,0.0,0.0,19:23,Sat,60,12,35,120661,"['eaten', 'cane', 'meals', 'row', '#canesisbae']",False
"""670650115976105988""",0,0.0,0.0,10:07,Sat,24,3,35,120661,"['buckeyes', '#osuvsmich']",False
"""668493550707838976""",1,0.0,0.125,11:17,Sun,19,2,35,120661,"['@sarahcolleenc', 'same']",True
"""654470037122650112""",0,0.0,0.0,19:33,Wed,21,3,35,120661,"['@middlechild', 'idk']",False
"""627665832550662148""",8,0.0,0.0,20:22,Sat,19,3,35,120661,[],True
"""624825013548400640""",5,0.0,0.0,00:14,Sat,29,5,35,120661,['@thegeorgewb'],False
"""620803020863856640""",0,0.0,1.0,21:52,Mon,47,8,35,120661,"['@xmarcellarose', 'only', 'coach', 'cass']",False
"""620762063531479040""",0,0.0,0.0,19:09,Mon,35,3,35,120661,"['@xmarcellarose', '#chemhype', '#notreally']",False
"""620758991392538624""",0,0.0,0.0,18:57,Mon,16,2,35,120661,"['classes', 'anyone']",True
"""620758404273827840""",0,0.0,0.0,18:55,Mon,64,10,35,120661,"['@kat_simons', 'yassss', 'gio', 'decides', 'come', 'back', 'croatia']",False
"""620758108080504832""",0,0.0,0.0,18:54,Mon,124,19,35,120661,"['@kat_simons', '@xmarcellarose', '@jandlangeles', 'gio', 'together', 'hyped', 'squadratic', 'equation', 'back', '@kat_simons', '@xmarcellarose', '@jandlangeles', 'gio', 'together', 'hyped', 'squadratic', 'equation', 'back']",False
"""615386387777347584""",0,0.0,0.125,23:08,Sun,30,4,35,120661,"['@xmarcellarose', 'same', 'wait']",False
"""605610934531260417""",3,0.0,0.0,23:44,Mon,19,1,35,120661,['#squadgoalsachieved'],True
"""601250324322516992""",1,0.0,0.0,22:57,Wed,33,4,35,120661,"['@xmarcellarose', 'foley', 'struggle']",False
"""597576342142472192""",0,0.0,0.0,19:37,Sun,13,1,35,120661,['@chiefcarter_'],True
"""596121922414317568""",1,0.0,0.0,19:18,Wed,21,4,35,120661,['disney'],True
"""584555009326481408""",0,0.0,0.0,21:15,Sat,28,5,35,120661,"['kentucky', 'let', '#bg']",False
"""541353320497967104""",12,0.0,0.0,15:07,Sat,17,1,35,120661,['#dorisfromwendeys'],True
"""530856712484294656""",0,0.0,0.0,15:57,Fri,61,11,35,120661,"['@dmatteoni', 'says', 'post']",False
"""528020960826236933""",25,-0.3666666666666667,0.85,21:09,Thu,107,23,35,120661,"['@rkovlnes', 'dirty', 'thought', 'going', 'rko', 'vine', 'pretty', 'disappointed']",True
"""496712718309924864""",0,-0.2,0.05,11:41,Tue,62,9,35,120661,"['call', 'fish', 'went', 'missing', 'nemo', '#gonefishing']",False
"""493806101939253250""",0,0.0,0.0,11:12,Mon,53,11,35,120661,"['realized', 'birthday', 'monday', 'next', 'month', 'fml']",False
"""488849910096076800""",0,0.2857142857142857,0.5357142857142857,18:57,Mon,53,9,35,120661,"['@dmatteoni', '@mrnbaallday', 'right', 'arm', 'got', 'cut', 'off']",False
"""487659145776988160""",1,0.4,0.8,12:06,Fri,64,12,35,120661,"['today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees', 'today', 'know', 'means', 'free', 'slurpees']",False
